StrongestFreqHzX,StrongestFreqHzY,StrongestFreqHzZ,FingerString
10.2694667335328,10.2694667335328,10.2694667335328,P
6.84558820836478,10.2683823125472,10.2683823125472,P
10.2694667335328,10.2694667335328,10.2694667335328,P
13.6940685114521,10.2705513835891,10.2705513835891,P
6.84775750852588,10.2716362627888,10.2716362627888,P
6.84703425572607,10.2705513835891,10.2705513835891,P
6.84848091413633,10.2727213712045,13.6969618282727,P
13.6969618282727,10.2727213712045,13.6969618282727,P
6.84775750852586,10.2716362627888,10.2716362627888,P
6.84848091413635,6.84848091413635,10.2727213712045,P
13.6984089452118,13.6984089452118,10.2738067089088,P
6.84920447260588,13.6984089452118,6.84920447260588,P
6.84920447260588,13.6984089452118,10.2738067089088,P
6.84920447260584,13.6984089452117,10.2738067089088,P
13.7027521313072,13.7027521313072,6.85137606565359,P
6.850652048316,10.275978072474,6.850652048316,P
